volatile acidity,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,sulphates,alcohol,quality,combined acidity
0.41,2.2,0.064,12.0,31.0,0.9984,0.65,10.2,5,11.82402
0.4,2.2,0.084,7.0,17.0,0.9984,0.67,9.3,6,13.63824
0.8,2.3,0.084,12.0,31.0,0.9979,0.48,9.9,5,3.2163999999999997
0.78,2.6,0.081,45.0,87.0,0.9983,0.53,10.0,5,2.8884000000000007
0.26,3.3,0.06,20.0,49.0,0.9972,0.54,9.6,5,15.211800000000002
0.43,1.9,0.07,15.0,40.0,1.0004,0.49,9.0,5,23.60484
0.45,2.2,0.094,16.0,29.0,0.9962,0.49,10.2,6,5.9064000000000005
0.46,2.25,0.078,32.0,58.0,0.998,0.54,9.8,5,8.77455
0.78,2.6,0.059,5.0,15.0,0.997,0.56,11.3,5,6.27831
0.98,2.3,0.078,35.0,152.0,0.998,0.48,9.4,5,10.192
0.78,2.6,0.059,5.0,15.0,0.997,0.56,11.3,5,6.27831
0.65,1.8,0.07,13.0,40.0,0.997,0.6,9.1,5,4.396319999999999
0.64,3.1,0.095,13.0,38.0,0.9998,0.59,9.7,5,6.86504
0.66,1.6,0.039,4.0,9.0,0.9962,0.47,9.4,5,1.0472
0.38,1.8,0.157,5.0,17.0,0.9976,1.05,9.4,5,12.830399999999997
1.185,4.25,0.097,5.0,14.0,0.9966,0.54,10.7,3,0.0
0.92,2.6,0.087,12.0,93.0,0.9998,0.54,9.8,5,7.683839999999999
0.49,2.0,0.422,16.0,62.0,0.9979,1.17,9.0,5,13.289579999999999
0.48,2.8,0.084,21.0,122.0,0.9984,0.62,9.4,5,9.5616
0.47,2.7,0.084,24.0,125.0,0.9984,0.61,9.4,5,9.2349
0.47,1.3,0.034,18.0,44.0,0.9921,0.62,12.8,6,0.39779999999999993
0.65,2.1,0.066,8.0,25.0,0.9972,0.67,9.5,6,0.48580000000000007
0.65,2.1,0.066,8.0,25.0,0.9972,0.67,9.5,6,0.48580000000000007
0.615,3.2,0.087,18.0,72.0,1.0001,0.53,9.7,5,8.711920000000001
0.38,2.1,0.071,5.0,19.0,0.9986,0.62,10.8,6,20.1839
1.02,2.9,0.076,26.0,88.0,0.9984,0.57,10.1,6,14.038639999999997
0.65,2.1,0.066,8.0,25.0,0.9972,0.67,9.5,6,0.48580000000000007
0.64,2.1,0.067,9.0,23.0,0.997,0.67,9.4,6,0.48580000000000007
0.38,2.6,0.073,22.0,84.0,0.9972,0.7,9.6,4,11.951999999999998
0.765,1.6,0.078,4.0,14.0,0.998,0.54,9.7,4,1.19756
1.035,6.0,0.073,11.0,54.0,0.999,0.49,9.9,5,4.2462
0.78,2.0,0.093,10.0,19.0,0.9956,0.47,10.0,5,1.9040000000000001
0.49,3.0,0.077,16.0,37.0,0.9966,0.51,10.5,5,4.73822
0.545,2.5,0.068,11.0,35.0,0.996,0.61,11.6,6,3.1262399999999997
0.31,1.6,0.062,13.0,33.0,0.9983,0.66,10.0,6,14.907929999999999
1.025,2.8,0.08,21.0,84.0,0.9985,0.57,10.1,5,13.94748
0.565,3.0,0.093,16.0,112.0,0.9998,0.61,9.5,5,10.22788
0.69,3.2,0.084,13.0,33.0,0.9992,0.45,9.4,5,0.0
0.43,2.3,0.075,10.0,48.0,0.9976,0.46,9.4,5,9.6192
0.74,2.6,0.078,21.0,77.0,0.998,0.51,9.8,5,9.092160000000002
0.49,2.7,0.069,13.0,34.0,0.9967,0.48,9.2,6,4.26384
0.43,2.3,0.075,10.0,48.0,0.9976,0.46,9.4,5,9.6192
0.46,2.6,0.079,12.0,49.0,0.9968,0.57,10.0,5,2.6835599999999995
0.56,2.0,0.082,10.0,22.0,0.9976,0.44,9.6,5,1.08192
0.66,3.9,0.086,17.0,45.0,0.9976,0.54,9.5,5,0.0
0.56,2.0,0.082,10.0,22.0,0.9976,0.44,9.6,5,1.08192
0.48,2.85,0.094,35.0,106.0,0.9982,0.53,9.2,5,6.621600000000001
0.42,2.7,0.084,15.0,48.0,0.9968,0.59,10.0,5,1.9516799999999999
0.31,2.2,0.053,36.0,127.0,0.9965,1.62,9.5,5,6.262199999999999
1.115,3.1,0.086,5.0,12.0,0.9958,0.6,11.2,4,2.6550000000000002
0.66,3.0,0.077,5.0,13.0,0.9976,0.55,10.4,5,5.0337000000000005
0.72,2.8,0.084,18.0,49.0,0.9994,0.72,11.1,6,2.50047
0.57,1.8,0.067,4.0,11.0,0.997,0.68,9.5,5,0.44288000000000005
0.57,1.8,0.067,4.0,11.0,0.997,0.68,9.5,5,0.44288000000000005
0.865,3.2,0.071,27.0,58.0,0.995,0.49,12.7,6,0.69312
0.55,2.3,0.387,12.0,37.0,0.9982,0.67,9.6,5,19.8759
0.875,3.45,0.088,4.0,14.0,0.9994,0.52,11.5,5,3.98008
0.835,2.1,0.092,10.0,19.0,0.9966,0.47,9.6,5,0.74241
0.45,2.7,0.082,16.0,72.0,0.998,0.6,9.5,5,8.449
0.56,2.0,0.075,9.0,39.0,0.9987,0.62,9.3,5,5.3592
0.965,2.1,0.112,11.0,22.0,0.9963,0.5,9.5,5,2.5102
0.965,2.1,0.112,11.0,22.0,0.9963,0.5,9.5,5,2.5102
0.59,2.5,0.093,19.0,58.0,1.0002,0.65,9.3,6,0.0
0.46,2.8,0.092,28.0,104.0,0.9983,0.56,9.2,5,6.417000000000001
0.69,2.4,0.088,19.0,38.0,0.999,0.6,9.3,5,0.0
0.76,4.2,0.075,12.0,16.0,0.9965,0.68,11.5,6,8.304150000000002
0.53,2.6,0.078,28.0,139.0,0.99788,0.57,9.5,5,7.087679999999999
0.615,1.9,0.065,9.0,18.0,0.9972,0.65,9.2,5,0.0
0.41,2.8,0.096,25.0,101.0,1.00024,0.53,10.0,5,21.058639999999997
0.39,2.7,0.095,21.0,101.0,1.0001,0.51,9.5,5,18.761219999999998
0.51,2.1,0.07,12.0,28.0,0.99768,0.73,9.5,6,4.625279999999999
0.34,2.5,0.08,12.0,57.0,0.9978,0.47,9.0,6,10.282799999999998
0.33,2.6,0.083,16.0,68.0,0.99782,0.48,9.4,5,11.352
0.5,2.1,0.071,12.0,31.0,0.99761,0.72,9.6,6,4.56192
0.51,2.1,0.07,12.0,28.0,0.99768,0.73,9.5,6,4.625279999999999
0.65,2.9,0.089,17.0,40.0,0.99803,0.55,9.5,5,2.7307000000000006
0.65,2.9,0.089,17.0,40.0,0.99803,0.55,9.5,5,2.7307000000000006
0.54,2.5,0.097,24.0,66.0,0.99785,0.61,9.4,5,3.34932
0.65,2.9,0.089,17.0,40.0,0.99803,0.55,9.5,5,2.7307000000000006
0.48,1.7,0.415,14.0,32.0,0.99656,1.06,9.1,6,16.38936
0.91,1.9,0.058,22.0,47.0,0.99525,0.43,10.7,6,1.91646
0.98,2.0,0.057,15.0,33.0,0.99488,0.46,11.2,6,0.2268
0.87,2.2,0.084,10.0,31.0,0.99656,0.5,9.8,5,0.0
0.87,2.2,0.084,10.0,31.0,0.99656,0.5,9.8,5,0.0
0.42,2.5,0.092,33.0,88.0,0.99823,0.52,9.2,5,5.89512
0.58,2.8,0.075,9.0,104.0,0.99779,0.57,9.7,5,7.2675
0.655,2.0,0.096,5.0,35.0,0.99738,0.42,9.6,5,7.8585
0.7,1.7,0.069,8.0,19.0,0.99701,0.53,10.0,6,0.0
0.655,2.0,0.096,5.0,35.0,0.99738,0.42,9.6,5,7.8585
0.68,2.8,0.093,11.0,44.0,0.99888,0.55,9.5,6,3.31331
0.67,3.0,0.091,12.0,48.0,0.99888,0.54,9.5,6,3.0452
0.59,2.9,0.089,12.0,74.0,0.99738,0.54,9.4,5,4.97376
0.6,2.7,0.103,13.0,98.0,0.99938,0.62,9.5,5,8.28
0.59,2.3,0.082,24.0,94.0,0.99744,0.53,9.7,6,0.5041
0.72,1.9,0.076,7.0,32.0,0.99668,0.54,9.6,5,0.26781000000000005
0.59,2.3,0.082,24.0,94.0,0.99744,0.53,9.7,6,0.5041
0.685,2.4,0.082,23.0,143.0,0.9978,0.55,9.4,5,8.01632
0.57,2.3,0.082,23.0,144.0,0.99782,0.55,9.4,5,8.387550000000001
0.4,1.8,0.157,1.0,44.0,0.9973,0.92,9.5,6,7.5603
0.4,1.8,0.157,2.0,45.0,0.99727,0.91,9.5,6,7.8447
1.0,3.0,0.102,7.0,16.0,0.99586,0.46,10.0,5,0.0
0.765,2.4,0.243,5.5,48.0,0.99612,0.6,10.3,6,4.2228
0.635,2.4,0.241,6.0,18.0,0.9961,0.59,10.3,6,3.9882000000000004
0.43,3.4,0.079,7.0,34.0,0.99788,0.61,10.5,5,8.3664
0.52,2.6,0.076,21.0,92.0,0.99745,0.6,9.8,5,0.7454999999999999
0.57,2.0,0.19,12.0,45.0,0.99676,0.6,9.4,6,0.0
0.46,2.4,0.114,9.0,37.0,0.99732,0.65,9.8,5,3.3306
0.82,2.4,0.081,26.0,96.0,0.99814,0.53,10.0,5,1.512
0.46,2.4,0.114,9.0,37.0,0.99732,0.65,9.8,5,3.3306
0.59,2.5,0.077,20.0,85.0,0.99746,0.59,9.8,5,0.25205
0.35,2.3,0.083,11.0,61.0,0.9982,0.5,9.5,5,13.02939
0.35,2.3,0.083,11.0,61.0,0.9982,0.5,9.5,5,13.02939
0.56,2.2,0.079,19.0,58.0,0.9991,0.56,10.1,6,7.632
0.56,2.2,0.079,19.0,58.0,0.9991,0.56,10.1,6,7.632
0.63,2.9,0.099,21.0,119.0,0.998,0.52,9.3,5,4.51758
0.37,2.6,0.082,18.0,82.0,0.99708,0.68,9.7,6,10.596060000000001
0.64,2.9,0.084,25.0,130.0,0.99818,0.54,9.6,5,4.832080000000001
0.61,2.5,0.081,17.0,87.0,0.99745,0.6,9.7,6,0.49416
0.6,2.6,0.055,7.0,13.0,0.99639,0.56,10.8,5,0.0
0.27,2.3,0.065,7.0,26.0,0.99531,0.53,12.5,6,17.289179999999998
0.89,2.6,0.132,7.0,60.0,0.99786,1.18,10.2,5,9.6876
0.46,2.5,0.126,24.0,64.0,0.99746,0.74,9.6,5,8.3607
0.37,1.6,0.038,21.0,42.0,0.99526,0.81,10.8,7,13.258080000000001
0.5,3.6,0.082,5.0,14.0,0.9987,0.52,10.7,6,10.514840000000001
0.5,3.6,0.082,5.0,14.0,0.9987,0.52,10.7,6,10.514840000000001
0.61,4.0,0.082,26.0,108.0,0.99641,0.51,9.4,5,1.872
0.55,3.3,0.068,8.0,17.0,0.99735,0.44,10.0,5,2.5000199999999997
0.585,1.7,0.044,14.0,86.0,0.99264,0.94,12.9,7,0.0
0.56,2.5,0.114,14.0,46.0,0.9971,0.66,9.6,6,1.9958400000000003
0.52,2.7,0.084,4.0,18.0,0.99682,0.57,9.9,6,6.0244800000000005
0.28,2.4,0.052,4.0,10.0,0.99356,0.7,12.8,7,10.9224
0.25,2.0,0.041,4.0,10.0,0.99386,0.71,12.5,7,10.71252
0.28,2.4,0.052,4.0,10.0,0.99356,0.7,12.8,7,10.9224
0.53,1.9,0.165,4.0,12.0,0.99702,0.86,9.2,5,2.8948799999999997
0.48,2.8,0.07,4.0,15.0,0.99693,0.55,10.3,6,7.586320000000001
0.49,2.6,0.068,4.0,14.0,0.99562,0.47,10.5,5,2.4090000000000003
0.5,2.8,0.072,7.0,24.0,1.00012,0.68,10.9,6,21.92355
0.45,2.5,0.099,20.0,38.0,0.99818,0.71,10.8,5,11.547360000000001
0.39,2.1,0.102,4.0,7.0,0.99462,0.58,11.4,4,5.69664
0.41,2.8,0.103,19.0,41.0,0.99939,0.76,11.3,6,21.84084
0.45,2.5,0.099,20.0,38.0,0.99818,0.71,10.8,5,11.547360000000001
0.51,3.2,0.081,8.0,30.0,0.9984,0.58,10.5,6,6.014260000000001
0.29,1.6,0.084,19.0,27.0,0.99545,0.73,11.9,6,14.878079999999999
0.715,2.35,0.071,21.0,47.0,0.99632,0.45,9.4,5,0.0
0.66,3.2,0.097,9.0,59.0,0.99976,0.54,9.6,5,4.477199999999999
0.685,1.9,0.099,9.0,22.0,0.99606,0.6,9.7,5,0.0
0.42,2.1,0.048,16.0,42.0,0.99154,0.74,14.0,7,0.0
0.54,2.0,0.076,15.0,36.0,0.9973,0.64,9.8,5,3.1443100000000004
0.54,2.0,0.076,15.0,36.0,0.9973,0.64,9.8,5,3.1443100000000004
0.48,2.8,0.068,6.0,16.0,0.99682,0.53,10.3,5,6.441120000000001
0.46,2.8,0.076,15.0,37.0,0.99624,0.49,10.7,5,3.33984
0.27,2.3,0.05,4.0,8.0,0.9951,0.64,11.0,7,8.67
0.46,2.8,0.076,15.0,37.0,0.99624,0.49,10.7,5,3.33984
0.57,2.3,0.065,34.0,45.0,0.99417,0.74,12.7,8,2.4289199999999997
0.61,2.1,0.071,16.0,24.0,0.99376,0.77,11.1,6,1.68032
0.685,2.5,0.058,5.0,9.0,0.99632,0.55,10.9,4,1.7745
0.61,2.1,0.071,16.0,24.0,0.99376,0.77,11.1,6,1.68032
0.44,1.5,0.145,34.0,48.0,0.99832,0.86,9.9,3,14.76384
0.47,1.6,0.147,36.0,51.0,0.99836,0.86,9.9,4,17.25152
0.685,1.6,0.088,16.0,23.0,0.99694,0.47,9.4,5,7.59616
0.665,1.5,0.066,27.0,55.0,0.99655,0.51,9.3,5,2.5764
0.28,2.4,0.012,36.0,100.0,0.99064,0.39,11.7,7,6.11576
0.28,2.4,0.012,36.0,100.0,0.99064,0.39,11.7,7,6.11576
0.31,1.6,0.075,9.0,28.0,0.99672,0.83,11.2,7,11.4534
0.5,2.2,0.092,13.0,26.0,0.99647,0.47,10.0,5,0.8303999999999999
0.42,2.65,0.085,9.0,34.0,0.99736,0.77,12.1,7,16.90308
0.66,3.0,0.115,21.0,31.0,0.99629,0.63,10.3,5,0.0
0.5,2.6,0.119,34.0,68.0,0.99708,0.72,10.9,6,15.4071
0.685,2.0,0.088,9.0,92.0,0.9963,0.62,9.4,5,8.150799999999998
0.25,1.7,0.062,26.0,42.0,0.9959,0.83,10.6,6,14.481720000000003
0.64,1.8,0.081,14.0,31.0,0.99689,0.66,9.8,5,4.82496
0.64,1.8,0.081,14.0,31.0,0.99689,0.66,9.8,5,4.82496
0.68,1.8,0.078,12.0,39.0,0.9977,0.7,9.9,6,4.144
0.64,1.8,0.081,14.0,31.0,0.99689,0.66,9.8,5,4.82496
0.63,1.6,0.08,12.0,32.0,0.99689,0.66,9.8,5,4.811520000000001
0.43,1.9,0.085,9.0,22.0,0.99708,0.55,9.5,5,13.42176
0.43,1.9,0.085,9.0,22.0,0.99708,0.55,9.5,5,13.42176
0.42,2.5,0.08,26.0,122.0,0.99801,1.07,9.7,5,8.2432
0.36,1.5,0.08,41.0,55.0,0.99652,0.73,10.9,6,12.585690000000001
0.36,1.5,0.08,41.0,55.0,0.99652,0.73,10.9,6,12.585690000000001
0.735,2.5,0.071,10.0,14.0,0.99538,0.71,11.7,7,0.53352
0.36,1.5,0.08,41.0,55.0,0.99652,0.73,10.9,6,12.585690000000001
0.26,2.5,0.073,16.0,47.0,0.99594,0.78,11.3,7,9.479199999999999
0.28,1.7,0.054,17.0,32.0,0.99686,0.67,10.6,7,17.321849999999998
0.56,1.8,0.074,15.0,24.0,0.99438,0.82,11.2,6,5.086399999999999
0.62,2.7,0.077,15.0,85.0,0.99746,0.54,9.5,5,1.51632
1.01,2.0,0.039,15.0,88.0,0.99357,0.6,11.5,6,14.010480000000001
0.42,2.7,0.067,7.0,25.0,0.99628,0.44,10.4,5,7.776000000000001
0.62,2.5,0.078,17.0,84.0,0.99746,0.53,9.7,5,1.51632
0.62,2.7,0.077,15.0,85.0,0.99746,0.54,9.5,5,1.51632
0.635,2.6,0.077,16.0,86.0,0.99748,0.54,9.7,5,1.7690400000000002
0.49,2.3,0.071,13.0,24.0,0.99438,0.83,11.3,6,5.10136
0.51,2.0,0.072,13.0,22.0,0.99438,0.84,11.2,6,5.3958
0.56,1.8,0.074,15.0,24.0,0.99438,0.82,11.2,6,5.086399999999999
0.63,2.0,0.08,27.0,43.0,0.99578,0.64,10.9,6,0.7843199999999999
0.715,2.1,0.064,31.0,43.0,0.99371,0.57,11.8,6,0.26257
0.56,1.5,0.086,36.0,46.0,0.99522,0.57,10.6,5,0.73071
0.35,2.0,0.067,28.0,48.0,0.99576,0.54,10.0,4,6.00936
0.21,1.6,0.067,6.0,10.0,0.99552,0.58,11.1,7,10.875409999999999
0.38,2.1,0.104,6.0,10.0,0.99664,0.65,11.8,7,14.92608
0.31,2.8,0.109,7.0,16.0,0.99614,0.79,11.8,7,11.651200000000003
0.47,2.2,0.067,7.0,14.0,0.99517,0.58,10.9,4,0.0
0.715,2.1,0.064,31.0,43.0,0.99371,0.57,11.8,6,0.26257
0.61,4.0,0.094,30.0,69.0,0.99787,0.5,10.0,6,5.383840000000001
0.6,2.5,0.076,18.0,88.0,0.99745,0.55,9.5,5,1.01664
0.56,1.6,0.078,10.0,21.0,0.99576,0.49,9.9,5,5.216399999999999
0.715,2.1,0.068,30.0,35.0,0.99533,0.65,11.4,6,0.0
0.31,3.1,0.194,14.0,26.0,0.99536,0.78,12.0,6,7.84392
0.6,2.5,0.076,18.0,88.0,0.99745,0.55,9.5,5,1.01664
0.61,4.0,0.094,30.0,69.0,0.99787,0.5,10.0,6,5.383840000000001
0.75,2.5,0.086,9.0,30.0,0.99824,0.64,10.5,5,4.16164
0.8,2.4,0.083,8.0,28.0,0.99836,0.65,10.4,6,3.5963999999999996
0.52,2.6,0.066,29.0,56.0,0.99577,0.79,12.1,7,12.8079
0.57,2.5,0.072,32.0,64.0,0.99491,0.56,11.2,6,0.0
0.9,6.6,0.112,23.0,99.0,1.00289,0.68,9.3,5,11.714360000000001
0.34,2.0,0.071,30.0,52.0,0.99576,0.58,10.1,5,5.94432
0.66,2.3,0.078,16.0,86.0,0.99743,0.57,9.7,5,0.7624799999999999
0.45,1.9,0.082,10.0,18.0,0.99774,0.65,9.3,6,7.48006
0.66,2.3,0.078,16.0,86.0,0.99743,0.57,9.7,5,0.7624799999999999
0.63,2.2,0.08,17.0,88.0,0.99745,0.58,9.8,6,0.7624799999999999
0.59,2.3,0.08,27.0,43.0,0.9955,0.58,10.7,6,0.24282
0.31,2.4,0.078,17.0,43.0,0.99444,0.77,12.5,7,10.714470000000002
0.59,2.3,0.08,27.0,43.0,0.9955,0.58,10.7,6,0.24282
0.31,2.4,0.078,17.0,43.0,0.99444,0.77,12.5,7,10.714470000000002
1.02,3.4,0.084,6.0,11.0,0.99892,0.49,11.0,3,0.5776800000000001
0.31,2.6,0.056,10.0,39.0,0.99562,0.69,11.8,5,10.8936
0.635,2.4,0.08,16.0,33.0,0.99736,0.69,10.8,7,2.6492000000000004
0.635,2.4,0.08,16.0,33.0,0.99736,0.69,10.8,7,2.6492000000000004
0.59,6.0,0.06,11.0,18.0,0.9962,0.59,10.8,7,1.3912799999999999
0.59,6.0,0.06,11.0,18.0,0.9962,0.59,10.8,7,1.3912799999999999
0.58,3.0,0.081,15.0,115.0,0.998,0.59,9.5,5,5.9432
0.54,2.6,0.084,12.0,78.0,0.9964,0.71,11.0,5,6.590160000000001
0.56,2.2,0.079,6.0,9.0,0.9948,0.54,11.5,6,0.0
0.52,2.4,0.078,34.0,61.0,0.99528,0.59,10.8,6,3.2996600000000003
0.305,1.2,0.059,7.0,11.0,0.99331,0.52,11.5,6,9.36663
0.38,3.8,0.132,3.0,11.0,0.99577,0.57,13.2,6,14.41872
0.28,9.0,0.114,3.0,9.0,0.99901,0.6,10.9,6,13.31148
0.46,2.9,0.065,4.0,8.0,0.99674,0.62,12.2,6,14.652
0.395,4.6,0.094,3.0,10.0,0.99639,0.64,12.2,7,14.139480000000002
0.305,1.2,0.059,7.0,11.0,0.99331,0.52,11.5,6,9.36663
0.315,2.2,0.079,3.0,6.0,0.99512,0.67,11.9,6,11.248800000000001
0.715,1.5,0.161,7.0,62.0,0.99395,0.61,11.0,5,3.64534
0.41,8.8,0.084,26.0,45.0,0.99824,0.64,10.1,6,7.125039999999999
0.36,2.2,0.081,32.0,79.0,0.9964,0.72,11.0,6,8.8704
0.62,1.8,0.072,38.0,46.0,0.99504,0.89,11.8,6,3.40704
0.41,2.3,0.091,10.0,23.0,0.99786,0.56,10.5,5,11.508479999999999
0.36,2.2,0.081,32.0,79.0,0.9964,0.72,11.0,6,8.8704
0.62,1.8,0.072,38.0,46.0,0.99504,0.89,11.8,6,3.40704
0.41,8.8,0.084,26.0,45.0,0.99824,0.64,10.1,6,7.125039999999999
0.47,2.3,0.055,14.0,28.0,0.99516,0.8,11.2,5,7.38396
0.22,1.9,0.064,53.0,77.0,0.99604,0.87,11.0,7,10.74312
0.24,2.3,0.061,52.0,73.0,0.99786,0.9,10.2,6,10.763940000000002
0.67,2.2,0.093,11.0,75.0,0.99736,0.59,9.2,4,5.107200000000001
0.47,2.3,0.055,14.0,28.0,0.99516,0.8,11.2,5,7.38396
0.33,3.3,0.063,10.0,19.0,0.99468,0.73,12.0,7,10.909799999999999
0.61,1.9,0.08,8.0,25.0,0.99746,0.73,10.5,5,0.24354
0.61,2.0,0.074,13.0,38.0,0.99748,0.65,9.8,5,0.25752
0.4,1.9,0.078,29.0,66.0,0.9971,0.59,9.5,6,7.603799999999999
0.61,2.0,0.074,13.0,38.0,0.99748,0.65,9.8,5,0.25752
0.61,1.9,0.08,8.0,25.0,0.99746,0.73,10.5,5,0.24354
0.3,2.3,0.06,19.0,72.0,0.99543,0.72,11.8,6,11.336160000000001
0.3,2.3,0.06,19.0,72.0,0.99543,0.72,11.8,6,11.336160000000001
0.63,1.4,0.071,6.0,26.0,0.99791,0.6,10.4,4,18.419999999999998
0.38,2.8,0.068,23.0,42.0,0.99356,0.72,12.9,7,9.13824
0.46,1.6,0.073,7.0,11.0,0.99425,0.54,11.4,5,3.8049400000000007
0.33,2.2,0.074,13.0,25.0,0.99509,0.76,12.4,7,16.773120000000002
0.27,5.0,0.082,9.0,17.0,0.99484,0.52,12.5,7,15.474689999999999
0.43,2.6,0.092,13.0,52.0,0.99834,0.64,10.0,7,13.0088
0.5,2.3,0.094,10.0,45.0,0.99864,0.6,9.7,7,10.795680000000003
0.3,3.8,0.09,11.0,24.0,0.99498,0.64,12.1,7,13.299090000000001
0.44,2.0,0.071,7.0,20.0,0.99566,0.79,11.1,7,13.451759999999998
0.44,4.1,0.092,11.0,24.0,0.99745,0.99,12.0,7,19.463639999999998
0.28,2.1,0.093,6.0,12.0,0.99408,0.62,12.4,7,12.98784
0.12,1.8,0.075,10.0,21.0,0.99552,0.76,11.9,7,13.657050000000002
0.12,1.8,0.075,10.0,21.0,0.99552,0.76,11.9,7,13.657050000000002
0.12,1.8,0.075,10.0,21.0,0.99552,0.76,11.9,7,13.657050000000002
0.28,2.1,0.093,6.0,12.0,0.99408,0.62,12.4,7,12.98784
0.31,2.2,0.058,6.0,10.0,0.99536,0.68,11.2,7,10.8568
0.34,2.1,0.052,5.0,9.0,0.99458,0.69,12.1,7,15.6672
0.43,2.7,0.082,6.0,11.0,0.99538,0.54,12.2,6,10.4576
0.21,1.9,0.09,9.0,23.0,0.99648,0.67,10.4,5,14.8512
0.36,2.1,0.111,5.0,10.0,0.99568,0.62,11.3,6,15.4908
0.37,2.0,0.088,12.0,51.0,0.99613,0.58,11.1,6,16.2526
0.57,2.3,0.12,25.0,36.0,0.99519,0.71,11.3,7,2.66496
0.59,2.0,0.089,12.0,32.0,0.99735,0.61,10.0,5,1.344
0.47,1.9,0.058,18.0,38.0,0.99518,0.85,11.1,6,7.2522
0.56,1.6,0.078,7.0,18.0,0.99592,0.62,9.3,5,3.2503800000000003
0.57,2.1,0.115,6.0,16.0,0.99654,0.69,9.5,5,0.44616
0.27,2.0,0.1,20.0,27.0,0.99546,0.69,11.2,6,10.810800000000002
0.47,1.9,0.058,18.0,38.0,0.99518,0.85,11.1,6,7.2522
0.34,2.4,0.065,24.0,48.0,0.99554,0.86,11.0,6,11.0888
0.38,2.4,0.103,6.0,10.0,0.99604,0.58,11.9,7,11.549699999999998
0.66,2.1,0.097,23.0,113.0,0.99733,0.48,9.2,5,5.321000000000001
0.4,2.4,0.068,29.0,46.0,0.9943,0.6,12.2,6,12.384
0.56,2.9,0.079,7.0,22.0,0.99669,0.61,10.2,5,2.0863799999999997
0.26,1.9,0.066,6.0,10.0,0.99724,0.87,10.9,6,16.62336
0.26,1.9,0.066,6.0,10.0,0.99724,0.87,10.9,6,16.62336
0.38,2.4,0.104,6.0,13.0,0.99643,0.65,11.6,7,16.261
0.34,1.7,0.079,6.0,12.0,0.99605,0.63,10.7,5,13.164800000000001
0.33,5.9,0.073,7.0,13.0,0.99658,0.62,12.1,7,11.9064
0.41,2.1,0.083,35.0,72.0,0.997,0.52,9.4,5,7.4304
0.41,2.1,0.083,35.0,72.0,0.997,0.52,9.4,5,7.4304
0.59,2.6,0.109,31.0,119.0,0.99801,0.5,9.1,5,7.6734
0.4,3.6,0.061,9.0,29.0,0.99416,0.49,11.3,7,7.347199999999999
0.45,1.4,0.075,3.0,6.0,0.9969,0.63,10.4,5,18.71114
0.5,1.9,0.065,8.0,17.0,0.99774,0.71,10.5,6,9.0636
0.86,1.9,0.079,13.0,28.0,0.99712,0.62,10.0,5,8.0275
0.52,2.1,0.07,51.0,70.0,0.99418,0.82,12.9,6,7.802239999999999
0.5,1.9,0.065,8.0,17.0,0.99774,0.71,10.5,6,9.0636
0.45,1.4,0.075,3.0,6.0,0.9969,0.63,10.4,5,18.71114
0.58,2.0,0.064,7.0,11.0,0.99562,0.58,11.3,6,0.0
0.34,1.4,0.066,3.0,7.0,0.9947,0.55,11.4,7,12.19218
0.36,1.6,0.08,35.0,70.0,0.99693,0.5,9.4,5,7.3271999999999995
0.39,1.7,0.097,19.0,27.0,0.99596,0.49,9.4,5,2.9198399999999998
0.295,1.5,0.073,14.0,21.0,0.99556,0.51,10.9,6,12.1832
0.39,1.7,0.097,19.0,27.0,0.99596,0.49,9.4,5,2.9198399999999998
0.34,2.0,0.082,31.0,68.0,0.99694,0.48,9.4,5,6.858600000000001
0.4,2.0,0.076,30.0,47.0,0.99554,0.48,9.4,6,2.184
0.34,2.0,0.082,31.0,68.0,0.99694,0.48,9.4,5,6.858600000000001
0.35,2.5,0.092,20.0,88.0,0.99918,0.43,9.4,5,14.175
0.6,2.0,0.079,19.0,41.0,0.99697,0.62,10.1,6,1.5661800000000001
0.66,2.2,0.087,3.0,11.0,0.99378,0.63,12.8,7,0.0
0.66,2.2,0.087,3.0,11.0,0.99378,0.63,12.8,7,0.0
0.84,1.4,0.05,4.0,10.0,0.99554,0.48,9.1,6,9.441120000000002
0.69,1.65,0.055,7.0,12.0,0.99162,0.53,12.9,6,0.0
0.43,2.2,0.062,6.0,12.0,0.99495,0.72,11.5,7,7.74
0.35,1.5,0.058,31.0,47.0,0.99676,0.82,10.6,7,12.26412
0.29,2.05,0.063,13.0,27.0,0.99516,0.84,11.7,7,9.789779999999999
0.36,1.8,0.067,4.0,8.0,0.9928,0.55,12.8,7,7.31136
0.43,1.6,0.081,27.0,45.0,0.99603,0.54,10.3,5,7.7284999999999995
0.36,1.8,0.067,4.0,8.0,0.9928,0.55,12.8,7,7.31136
0.29,2.05,0.063,13.0,27.0,0.99516,0.84,11.7,7,9.789779999999999
0.3,2.0,0.064,12.0,25.0,0.99516,0.84,11.7,7,10.08644
0.35,3.6,0.11,12.0,24.0,0.99549,0.7,12.0,7,11.498800000000001
0.5,2.8,0.116,26.0,55.0,0.99722,0.68,10.9,5,10.990079999999999
0.28,1.7,0.067,7.0,12.0,0.99354,0.55,12.3,7,13.016250000000001
0.32,2.0,0.088,12.0,19.0,0.9957,0.55,10.4,6,8.746030000000001
1.005,2.1,0.102,11.0,32.0,0.99604,0.48,10.0,5,3.73065
